post_title,post_url,likes,post_year,post_month,comment_body,comment_likes,comment_year,comment_month,source,place,review_count,helpful_votes,date_exp,month_exp,year_exp
Customer relations,https://www.sitejabber.com/reviews/costco.com#1415,0,2021,August,"With the exception of the demo individuals: clerks and the majority of those working on the floor employees are exceedingly impolite, unfriendly. Most employees working the floor are ignorant as to the locations of various products probably due to the fact that locations are moved consistently (for some stupid reason/—- extremely annoying. Prices are climbing horrendously but most products especially Kirkland brand is superior. Unfriendly people is biggest complaint","Date of experience: August 23, 2021",2021.0,August,sitejabber,California,2,0,2021-08-23,August,2021.0
Costco no more,https://www.sitejabber.com/reviews/costco.com#1281,0,2020,May,,"Date of experience: May 23, 2020",2020.0,May,sitejabber,Texas,1,3,2020-05-23,May,2020.0
Bulk,https://www.sitejabber.com/reviews/costco.com#339,0,2015,November,"Cost-Co is good to have. Going to Cost-Co is like and adventure. Depending on the season will depend on what you will experience. They have food sample tasting, which is a great idea, tasting something before you buy it. They have traveling shows from art work to jewelry to furniture. You name it they sell it! I buy a lot of dry goods from them, which store well. I have been a member for many years and plan to keep it that way.","Date of experience: November 12, 2015",2015.0,November,sitejabber,California,5,2,2015-11-12,November,2015.0
Reward Certificate is Nonsense,https://www.sitejabber.com/reviews/costco.com#2170,0,2023,July,"I received annual rewards certificates annually. These rewards are earned when using my Costco CITI Visa. I cannot credit the earnings to my credit card balance. I have to go to Costco Customer Service to get my certificate. I have to use the certificate for purchases at Costco. I have a number of other issues with my membership, but this particular idiocy may be the final reason for ending my membership.","Date of experience: July 16, 2023",2023.0,July,sitejabber,Wisconsin,1,0,2023-07-16,July,2023.0
COSTCO does not tell you the true from the beginning,https://www.sitejabber.com/reviews/costco.com#982,0,2017,November,,"Date of experience: November 13, 2017",2017.0,November,sitejabber,Colorado,1,2,2017-11-13,November,2017.0
"Costco.com ""not our problem""",https://www.sitejabber.com/reviews/costco.com#1187,0,2019,May,"I've never written a review before but I'm so annoyed I decided to... I used Costco online for same day delivery and was happy to pay a premium service and delivery fee (I even happily tipped the driver). HOWEVER this month I noticed a recurrent credit card charge for ""Costco Instacart"" on my bill. When I spoke to a Costco customer service rep they basically said ""we have no idea and you need to speak with Instacart."" I've never used instacart and didn't even know what it was, save for the fact that Costco partners with them for deliveries. Now I have to work with their customer service department to try and solve this recurrent charge. Costco shouldn't be partnering with an organization if they are unable to assist THEIR customers and I think it's shady that this charge came up. I'm pretty savvy to such things aka signing up for VIP memberships etc. and did nothing but place a one time order.","Date of experience: May 28, 2019",2019.0,May,sitejabber,Washington,1,4,2019-05-28,May,2019.0
Worst customer experience at regent,https://www.sitejabber.com/reviews/costco.com#2382,0,2023,November,"We went at regent Costco at first time and spent $120 for membership. My husband was lookin a size in liner pants and we asked a lady to check the size if it is available, she checked and said they are out of stock in that size. At that time a mail employee came even we did not ask for his help and said my husband you don't listen we don't have that item, my husband did not reply him and at the moment he turned and start walk, that guy say f…… people. Seriously is this service we are paying $120 for membership. So we went to costumer service and cancelled our membership and complained about that guy. I am not sure if the management take any appropriate action about him. But we will never ever go to at this location Costco again. I upload a picture of that employ as well. I do not know name.",,,,sitejabber,Canada,1,2,,,
Always a great experience,https://www.sitejabber.com/reviews/costco.com#297,0,2015,September,"I love going to my local Costco because every time I am looking for something or need an associate, they are always extremely helpful. They always can point out deals if I forgot my flyer or cant get service enough to pull it up on my phone. Diapers - BUY DIAPERS HERE. Seriously, 180 diapers in size 5 is only $42. That right there was enough to get my membership.","Date of experience: September 30, 2015",2015.0,September,sitejabber,North Dakota,13,29,2015-09-30,September,2015.0
BEWARE OF MUCH HIGHER COSTCO ONLINE PRICES,https://www.sitejabber.com/reviews/costco.com#1894,0,2022,December,"Just a few days after I purchased a patio furniture set from Costco Online for $2,499, I found out that my local Costco store is selling the exact same set for $500 LESS than what I paid online. That's 20% less.
Neither the store nor the Costco online help desk would do anything about it. They told me that the online store will not match store prices! Be aware that store prices DO NOT match online prices for the exact same items! In my case online prices were substantially higher, and the company will not do anything about it. What a rip off!","Date of experience: December 17, 2022",2022.0,December,sitejabber,Texas,1,0,2022-12-17,December,2022.0
Costco medical team is fabulous!,https://www.sitejabber.com/reviews/costco.com#1113,0,2018,August,,"Date of experience: August 20, 2018",2018.0,August,sitejabber,California,3,1,2018-08-20,August,2018.0
Cell phone now on sale and will not adjust over the phone,https://www.sitejabber.com/reviews/costco.com#1618,0,2022,April,Cell phone bought two days ago and have 90 days to retuen but now on sale and they will not adjust over the phone. I need to drive to the warehouse 1.5 hours away to get the adjustment. Yet I could buy another online at sale price and return this one at full price within 90 days. Makes no sense.,"Date of experience: April 25, 2022",2022.0,April,sitejabber,Canada,8,12,2022-04-25,April,2022.0
Double log-in garbage,https://www.sitejabber.com/reviews/costco.com#974,0,2017,October,"I was logged in and shopping at costco.com and wanted to check out their jackets in menswear, but, to get the price on the jacket, they wanted me to key in the membership number IN ADDITION to the log-in and password. WHY? It's a double log-in system that is just garbage, and for what? To get a price because I wanted to SHOP on their site and possibly SPEND money? You know what the effect was? I abandoned my cart with the items I already had in there. What kind of harebrained, way-to-turn-you-off shopping system is that? Which marketing genius thought that was a good idea for costco members?","Date of experience: October 21, 2017",2017.0,October,sitejabber,Michigan,1,0,2017-10-21,October,2017.0
Dont buy a major LG appliance from Costco,https://www.sitejabber.com/reviews/costco.com#1008,0,2018,January,Never buy a major appliance from Costco. They claim to provide a two year warranty on major appliances but it does not exist. My LG fridge died a year and a half after purchase. I spent hours on hold and on the phone with LG and Costco and after almost a month I gave up and bought a new GE fridge since. My family went almost a full month without a fridge so two days before XMAS I went to a local appliance company and got a new fridge for $3500 plus. I am a long time customer of Costco. I am so disappointed in them.,"Date of experience: January 5, 2018",2018.0,January,sitejabber,California,1,3,2018-01-05,January,2018.0
Eh,https://www.sitejabber.com/reviews/costco.com#928,0,2017,April,,"Date of experience: April 3, 2017",2017.0,April,sitejabber,Arkansas,1,0,2017-04-03,April,2017.0
Treat you like a criminal,https://www.sitejabber.com/reviews/costco.com#1072,0,2018,June,"I went to Costco yesterday to become a member and was treated abominably! I was shocked. First of all the customer service woman eavesdropped on our conversation and made us show two forms of ID because she heard us talking about addresses. When we produced the ID's she was mad because she wanted to turn us down. She proceeded to try to sell us a membership that was double the price, we told her we didn't want that one and she said that we have to listen to her 20 minute speech about it anyway or we couldn't join. We said forget it and she said ""okay bye"" and we left. I wonder how many other people didn't join because of her. I still want to be a member but don't want to put up with abuse. This is the Costco in Wharton NJ she is an older woman with blonde hair. I wish I had gotten her name. Any way if you want to join Costco in Wharton, wait for another rep - don't be run off by this woman.","Date of experience: June 27, 2018",2018.0,June,sitejabber,New Jersey,2,4,2018-06-27,June,2018.0
Worst Logistic companmy,https://www.sitejabber.com/reviews/costco.com#1570,0,2022,March,"They where supposed to do a delivery for Sears, they came up the door and did measurements they say it doesn't fit and they wont take off the door, in the meantime they will go back to the truck and check the measurements of the new fridge, in the meantime i took of the door and was waiting for them to come back, and... I'm still waiting,,,,, they just fled the scene and left me without the fridge which I'm waiting already 2 months and without a door on the house.","Date of experience: March 4, 2022",2022.0,March,sitejabber,New York,1,0,2022-03-04,March,2022.0
Kicking you off the food line,https://www.sitejabber.com/reviews/costco.com#1177,0,2019,March,,"Date of experience: March 31, 2019",2019.0,March,sitejabber,Texas,1,3,2019-03-31,March,2019.0
Starbucks coffee bean.,https://www.sitejabber.com/reviews/costco.com#803,0,2016,November,,"Date of experience: November 11, 2016",2016.0,November,sitejabber,California,3,5,2016-11-11,November,2016.0
Your workers are trash,https://www.sitejabber.com/reviews/costco.com#1084,0,2018,July,"I, a 17-year-old, was getting a sample and the worker asked where my parents were so then I pointed to my mother who was on the other end of that section. She then told me to put the food down in a very condescending tone because my mom wasn't with me. I told her I was 17 and she gestured for me to take it secretly. I agree that I don't look that old, but I think I look old enough to know what I can/cannot eat. I hope you knock some sense into your workers, or even better- fire the ones that are dumb as $#*!. But other than that, I absolutely love everything else about this fine establishment.","Date of experience: July 14, 2018",2018.0,July,sitejabber,New Jersey,1,0,2018-07-14,July,2018.0
Costco and Squaretrade are connected bad customer service from both,https://www.sitejabber.com/reviews/costco.com#1660,0,2022,June,"I had a horrible experience with squaretrade, I paid for the coverage for my TV but when I try to make a claim to made me do a lot of things but they were happy to take my money. While they take my money they don't help their customers. They are behind the curtain and they don't care about their customers. If you are intrested in buying squaretrade do your first.",,,,sitejabber,California,2,2,,,
Disaster of orders,https://www.sitejabber.com/reviews/costco.com#1445,0,2021,December,"We ordered appliances and a bedroom set in two different orders (totaling over $10k). After sending weekly emails for three months for us to be patient, we were told the appliance order was cancelled and now everything is out of stock.
For the bedroom set, they did deliver some parts, but not the bed. So we are putting the mattress directly on the floor. When I called in again after another two weeks, they said that is out of stock too and that they can come pick up the rest of the bedroom set and give us a refund. They scratched up our walls during delivery. We paid a drywaller to come fix it, but I don't want them to take them all out again cause I don't trust that they won't scratch up our walls again. We're more than a little unhappy with the process.","Date of experience: December 8, 2021",2021.0,December,sitejabber,California,1,0,2021-12-08,December,2021.0
Costco.com Order and Customer service,https://www.sitejabber.com/reviews/costco.com#1314,0,2020,August,,"Date of experience: August 20, 2020",2020.0,August,sitejabber,Maryland,1,4,2020-08-20,August,2020.0
COSTCO IS THE WORST!,https://www.sitejabber.com/reviews/costco.com#1111,0,2018,August,The 1st set of appliances for my kitchen that I was going to order from Costco I added to my cart online and within 2 days it was no longer available even though their website said it would be available for over a month. So I ordered another set of appliances that were supposed to be delivered within 2 weeks of the order. I look online and their website says I already received them. Then I called Costco and they told me that the order was canceled. Then they figured out that their system was indicating the wrong information. They told me that my appliances were back ordered an additional 3 weeks. This puts me out of my new house for another 3 weeks. They were not willing to do anything for me. They barely even said that they were sorry. Where is the customer service? Don't order from Costco. They are terrible.,"Date of experience: August 15, 2018",2018.0,August,sitejabber,Arizona,2,2,2018-08-15,August,2018.0
"Buy in bulk, save in bulk",https://www.sitejabber.com/reviews/costco.com#410,0,2016,January,,"Date of experience: January 14, 2016",2016.0,January,sitejabber,New York,8,17,2016-01-14,January,2016.0
The Costco Experience,https://www.sitejabber.com/reviews/costco.com#406,0,2016,January,,"Date of experience: January 11, 2016",2016.0,January,sitejabber,Illinois,30,27,2016-01-11,January,2016.0
Not wholesale prices,https://www.sitejabber.com/reviews/costco.com#1651,0,2022,June,"The prices for the amount that you're forced to buy are not worth it, the storage of the product and the cost of the product are not worth it... When you purchase from a warehouse you would expect to save, but it doesn't seem so...","Date of experience: May 31, 2022",2022.0,May,sitejabber,California,1,0,2022-05-31,May,2022.0
COSTCO ONLINE SUCKS,https://www.sitejabber.com/reviews/costco.com#197,0,2015,June,,"Date of experience: June 5, 2015",2015.0,June,sitejabber,Texas,1,1,2015-06-05,June,2015.0
This has become my one-stop-shop for almost everything.,https://www.sitejabber.com/reviews/costco.com#1049,0,2018,May,,"Date of experience: May 7, 2018",2018.0,May,sitejabber,Canada,3,6,2018-05-07,May,2018.0
Re- buying,https://www.sitejabber.com/reviews/costco.com#2256,0,2023,August,"I just walked out from Costco at Millenia in Orlando, FL. And it was raining so bad so I wanted to come back to the store and denied me the entrance because I had 3 items with my receipt the supervisor Ramon said that I can't get in again with merchandise. And I told him that they don't want me to buy more stuff and that it was ridiculous when you have the receipt and the don't let you come back.",,,,sitejabber,Florida,1,0,,,
Great site for everything,https://www.sitejabber.com/reviews/costco.com#1364,0,2021,February,I feel that Costco really gets their products. The Kirkland stuff if on par with the top band brands. Their return policy is superb and the pricing is excellent. I just wish they gad free return shipp.,"Date of experience: February 3, 2021",2021.0,February,sitejabber,New York,3,0,2021-02-03,February,2021.0
Enchilada dinner,https://www.sitejabber.com/reviews/costco.com#1870,0,2022,December,"Had a death in the family, and we were kindly given Costco's Chicken Enchilada dinner by a friend as a dinner. If you like lots and lots of salt, you will really enjoy this. If not, don't get near it.","Date of experience: December 8, 2022",2022.0,December,sitejabber,Indiana,1,0,2022-12-08,December,2022.0
Watch the Costco check out.,https://www.sitejabber.com/reviews/costco.com#1174,0,2019,March,"Two times recently I wasn't charged for items, which the checker caught at the door, I returned to the register and paid.
Well today on my way out I noticed they charged for two chickens on my BOS, I only had one in my cart. So I preceded out and the checker didn't see that I was charged for eight items, not seven. At this point I told her to count again, she was wrong.
The attitude that I received was, its ok for Costco to overcharge.",,,,sitejabber,Florida,1,6,,,
Tires,https://www.sitejabber.com/reviews/costco.com#1228,0,2019,October,"Went to the Costco more than a month ago, asked them about tires that I need. The guy said that he needs to order it because they don't have them in the warehouse, he also gave me a printed price for the tires with installation which was $878. I said ok let me think about it and left. After I saw that Costco offering $150 discount on the tires I need so I went there with a piece a paper to the same guy but guess what? My tires with $150 discount now cost a $848? Wow, what are ashamed situation. So here's the thing, Costco before they put a big sign of the discount they raised prices, I'm so pissed and angry i have a membership with them for over 16 years never thought that they are so BIG CHEATERS! Even if I have to pay for my tires more than that I will not go and buy in Costco! CHEATERS!","Date of experience: October 24, 2019",2019.0,October,sitejabber,Illinois,1,1,2019-10-24,October,2019.0
Refrigerator lost,https://www.sitejabber.com/reviews/costco.com#1392,0,2021,June,"I ordered a refrigerator from Costco in April. After waiting a month they scheduled a delivery. I had a contractor and plumber standing by in case they had to make a modifications to make it fit. An hour before the scheduled delivery, they called and said they couldn't find it. After several days I finally talked to a supervisor who said indeed it was lost and ordered another on an expedited basis. The second one arrived and it wouldn't fit because the published specifications were in error. The installation tom set up an appointment for the following week and placed the refrigerator in my family room. The day comes and no installation crew. No one knows anything about it. I don't know who to call... no one knows anything and I'm sitting with a refrigerator in my family room. Never again Costco.","Date of experience: June 15, 2021",2021.0,June,sitejabber,California,1,1,2021-06-15,June,2021.0
Bad bread,https://www.sitejabber.com/reviews/costco.com#1489,0,2022,January,"I have a big family of 8 and we decided to finally get a Costco membership, love the customer service, it does suck we like a lot of different breads and Everytime we get it from here it gets moldy real fast we have no problems elsewhere when we buy it. Buy at your own risk","Date of experience: January 14, 2022",2022.0,January,sitejabber,Washington,1,0,2022-01-14,January,2022.0
LACK OF CUSTOMER CARE,https://www.sitejabber.com/reviews/costco.com#1657,0,2022,June,"I am writing today to file a complaint on your costco at 4900 PANAMA LN
BAKERSFIELD CA. My father is severely handicapped and we waited 45 minutes for a riding shopping cart. One lady showed up in 5 minutes and got on the next available cart. Customer care did nothing because the lady yelled at her. 4 riding cartsnfor 1000s of people on a regular basis
If I do not find this issue fixed I am happy to give my corporate card account up and move on to Sams Club. Along with every person that is on this corporate account right along with me. Do better. This wait time and lack of customer care is ridiculous. I hate your stores. I'd rather go to another one. But I see how being treated isn't a top priority yet our thousands upon thousands of dollars we spend is way more important. Without customers you have no store. Do better. Fix this issue. My next email will be to the handicap association.","Date of experience: June 7, 2022",2022.0,June,sitejabber,California,1,0,2022-06-07,June,2022.0
Costco online express shipping - total fail,https://www.sitejabber.com/reviews/costco.com#1199,0,2019,June,,"Date of experience: June 24, 2019",2019.0,June,sitejabber,California,1,2,2019-06-24,June,2019.0
Washing machine didn't get hooked up,https://www.sitejabber.com/reviews/costco.com#1328,0,2020,October,I ordered a washing machine for hook up and haul away. The guy came out and said I had a bad valve so he couldn't hook up washer. Fine. So I hooked it up and replaced bad valve. The problem is to get them to come back out and get the old washer i have wasted 3 hours on hold dropped call never called me back. Finally I got a scheduled pick up a week from now so I my the old washing machine sitting outside. Very disappointed! Last order I canceled a TV it took over 2 months to get my refund after calling again many times. Not sure but there is a big disconnect between the online and warehouse customer service. Costco needs to get the act together. I am done with online ordering from Costco online!,"Date of experience: October 16, 2020",2020.0,October,sitejabber,Arizona,1,0,2020-10-16,October,2020.0
Website order shaft,https://www.sitejabber.com/reviews/costco.com#1388,0,2021,May,"They had one job: deliver a 75"" flatscreen to the house. The email said they'd be here between 7a and 9p y'day, and, of course, they never showed, no call, text, nothing. Called the warehouse, they can't reschedule delivery for at least a few days. Been on phone for an hour with them now waiting for a supervisor. I wouldn't have had to go through this if they accepted mastercard at the store terminals, where they had the tv I wanted - they only take MC online. Never again, demanding refund on TV and membership. Do not use these worthless people.","Date of experience: May 26, 2021",2021.0,May,sitejabber,Arizona,1,4,2021-05-26,May,2021.0
They make you happy by any means,https://www.sitejabber.com/reviews/costco.com#1118,0,2018,August,"I joined Costco for home purchasing services, which didn't worked for me so tried to return the membership within a month. Customer service told me to use it for one more month and if not working then I can return. So I kept and used it. Now I spend 86% of my monthly expenditure at Costco. Not only their quality is superb, their return service is legendary. Bought stuff online, which was a backordered item. They were super informative at every step and made me happy by giving me an option to buy something available for the same price. Now I know why there is backorded item all the time at Costco. Bought a Microsoft surface pro4 for almost 20% less online with extra bells and whistles. Almost out of stock item delivered in 5 days, can't beat that. I am very happy customer","Date of experience: August 27, 2018",2018.0,August,sitejabber,Kentucky,3,6,2018-08-27,August,2018.0
Horrible cashiers,https://www.sitejabber.com/reviews/costco.com#1194,0,2019,June,"When my daughters were buying something the cashier was so rude to them. My ten year old got her moms costco card and the cashier yelled at her that she couldnt use it un less her mom was there. And when she tried to pay whith my credit card she was so rude she let other people in front of them. I dont know her name but she was working whith
A guy named richard who was a nice guy. I was right there and she was very rude to children if this keeps on I wont com back.","Date of experience: June 13, 2019",2019.0,June,sitejabber,California,1,1,2019-06-13,June,2019.0
DO NOT BUY APPLIANCES FROM COSTCO.COM,https://www.sitejabber.com/reviews/costco.com#1155,0,2018,December,"Ordered a 4 piece appliance package from costco.com in November. Four days after my confirmation email, I received an email that the order was cancelled due to ""system error."" Seriously? All November appliance deals are now over at any other appliance store and costco.com says, ""sorry, we messed up and don't have appliances for your zip code?"" After weeks of calls and emails with the ""resolution team,"" advising me they would see when the package would be back in stock and offer to me at the same price, or when the brand would have a similar package, they send me an email tonight, ""sorry, we messed up, you will receive NOTHING... GOODBYE"" BUY your appliances from Home Depot. They never would treat their customers like this. Unbelievable. Worst experience and worst customer service! DO NOT BUY APPLIANCES FROM COSTCO.COM!","Date of experience: December 11, 2018",2018.0,December,sitejabber,Washington,1,4,2018-12-11,December,2018.0
Rotisserie chicken,https://www.sitejabber.com/reviews/costco.com#1040,0,2018,April,,"Date of experience: April 18, 2018",2018.0,April,sitejabber,Delaware,2,0,2018-04-18,April,2018.0
Costco birdseed,https://www.sitejabber.com/reviews/costco.com#1807,0,2022,November,"I have been buying the Costco 40 lb bags of birdseed for years with no complaint... BUT the last bags I purchased are terrible for content! The birds leave most on the ground where I feed them. They eat the millet, sunflower seeds, corn but about 1/3 of the ingredients appears to be something like the chaff leftover after wheat is processed! It looks like it is ground up something... I am taking the 2 bags I have unopened back and even if I pay more somewhere else at least the birds will have something to eat and I will not have to gather it up and throw it in the garbage!","Date of experience: November 3, 2022",2022.0,November,sitejabber,Canada,1,0,2022-11-03,November,2022.0
Unable to manage vendor relationships,https://www.sitejabber.com/reviews/costco.com#1296,0,2020,July,,"Date of experience: July 2, 2020",2020.0,July,sitejabber,Washington,1,0,2020-07-02,July,2020.0
Costco collusion with Lorex security,https://www.sitejabber.com/reviews/costco.com#1119,0,2018,August,,"Date of experience: August 28, 2018",2018.0,August,sitejabber,Nevada,2,5,2018-08-28,August,2018.0
Bad serive,https://www.sitejabber.com/reviews/costco.com#941,0,2017,June,,"Date of experience: June 3, 2017",2017.0,June,sitejabber,Nevada,1,2,2017-06-03,June,2017.0
Get the plus membership and the Costco Visa for the most savings,https://www.sitejabber.com/reviews/costco.com#900,0,2017,February,"I have had Sam's club most of my adult life and recently moved to an area where a Sam's club isn't convenient, but there is a Costco. I signed up for the Plus membership and the Costco Visa. Instore purchases allow me to double dip with 4% cashback (2% Visa/2% Costco). Gas purchases are also 4% off which is great considering their gas is cheaper than most and is a top tier provider. Sam's isn't classified as a top tier gas. The quality of their merchandise and stores is so much higher than Sam's as well. It's like the difference between a Walmart and Target. The only thing I don't like is they are always packed compared to Sam's. I am sure it's because there are far fewer Costco in the DFW area and Sam's clubs are all over the place.","Date of experience: February 24, 2017",2017.0,February,sitejabber,Arizona,3,1,2017-02-24,February,2017.0
One day Costco Member,https://www.sitejabber.com/reviews/costco.com#1067,0,2018,June,"Opened an account today and even informed the lady that Im adding my sister in law which she said all she need to do is provide her phone number to pick up her card since I have already added her. She came to the store an hour and was Informed that we have to be in the same household to do that. None of our families and friends that I know all live in the same household that are members. Due to bad information and customer service I received today, I cancelled my membership and renewed my Sams membership. I informed Costco staff that whatever policies they have is nonsense as now Ive saved $60, but my sister and Uncle whobwill just take me if I want to buy anything there as well as my sister-in-law. If I can rate the service I received today, I would have rated this guys -5.","Date of experience: June 18, 2018",2018.0,June,sitejabber,Florida,2,1,2018-06-18,June,2018.0
Receipt checker was being a little racist,https://www.sitejabber.com/reviews/costco.com#1115,0,2018,August,The white women in front of me. Had a very large amount of items and the checker. Looked very quickly over the items and let her go. I'm next and 7 items and the checker was moving things around made sure i wasn't stealing in my mind. The men behind me had 2 carts full. She looked very quickly and let him go. I feel like I made a mistake joining Costco now. This was my first time visiting and maybe my last. Every other employee was very nice.,"Date of experience: August 21, 2018",2018.0,August,sitejabber,Colorado,1,1,2018-08-21,August,2018.0
Customer care? I don't think so!,https://www.sitejabber.com/reviews/costco.com#978,0,2017,November,"COSTCO apparently does not care about their customers. I was filling up my car with gas@ Costco in Katy, TX and had an over-welling need to use the restroom. At 65 yrs old, I know when it's time to go, it really is time to go. The store had just closed (stopped letting customers in but there were still a lot of customers in the store. I left the car with my wife and ran across the parking lot to hopefully use the restroom. When I got to the door, I explained my dilemma to the door employee. She asked the floor supervisor if I could use the restroom but the floor (door) supervisor declined to help me. It's embarrassing enough to have to ask permission to use the facilities but to get turned down on top of that... Chances are I will not be renewing my membership.","Date of experience: November 9, 2017",2017.0,November,sitejabber,Texas,1,0,2017-11-09,November,2017.0
Did not get my order,https://www.sitejabber.com/reviews/costco.com#1233,0,2019,November,,"Date of experience: November 23, 2019",2019.0,November,sitejabber,Alabama,1,2,2019-11-23,November,2019.0
Outrageously poor customer service,https://www.sitejabber.com/reviews/costco.com#422,0,2016,January,,"Date of experience: January 26, 2016",2016.0,January,sitejabber,France,6,92,2016-01-26,January,2016.0
Never purchase electronics and extended warranties from Costco,https://www.sitejabber.com/reviews/costco.com#2047,0,2023,April,"Very simple, purchased laptop and complete coverage. Had issue. They turn you over to 3rd party trash company ALLSTATE. Disappointing that Costco passes off the leverage with the computer manufacturer to a 3rd party insurance company that has no interest in solving/resolving the claim. I have spent 10s of thousands with Cosco over the years. Bought several electronic items. I wont ever again.","Date of experience: April 13, 2023",2023.0,April,sitejabber,Utah,1,0,2023-04-13,April,2023.0
Horrible experience,https://www.sitejabber.com/reviews/costco.com#1150,0,2018,December,,"Date of experience: December 6, 2018",2018.0,December,sitejabber,California,1,6,2018-12-06,December,2018.0
New Costco,https://www.sitejabber.com/reviews/costco.com#1117,0,2018,August,,"Date of experience: August 25, 2018",2018.0,August,sitejabber,Alaska,1,1,2018-08-25,August,2018.0
Don't order from Costco.com,https://www.sitejabber.com/reviews/costco.com#1350,0,2020,December,I ordered Tv on Nov 23rd 2020. Delivery date was nov 26th. I received a email saying that my item will deliver b/w 8 am to 12:30 pm on 26th from innovel. I stayed at home whole day and tried to call them. Call always busy and never got call back. I called costco it connected after several times and more that 20 min wait time. They said they don't have tracking information they will talk with innovel and update status. I never get any status update. It's been 5 weeks. Still waiting for delivery. I am not sure whether they deliver item or not? I never order a item on costco.com again,"Date of experience: December 26, 2020",2020.0,December,sitejabber,California,3,10,2020-12-26,December,2020.0
Poor customer service,https://www.sitejabber.com/reviews/costco.com#1876,0,2022,December,"I purchased a washer and drier combo, not even the one we wanted but that one was on backorder. So we purchased this one. I stated delivery date of December 10th, today is that day and nothing so I called after a few minutes they came bac and said sorry backed ordered it will be ready for delivery January 30th. I explained all above to them and never reseived an email or call telling me of the delay so i'm at home waiting for my washer and drier. They said it can be cancelled but I explained about the black friday specials and this does nothing for the situation unless they are willing to honor the same discount but they said no. I order plenty from costco and usually all is good but now on an item that is needed they dropped the ball. Cautionary tale, don't trust anything, call on everything specially Costco as they show to have poor follow through or followup.","Date of experience: December 10, 2022",2022.0,December,sitejabber,Florida,7,3,2022-12-10,December,2022.0
Disrespectful to Other Religions & Cultures!,https://www.sitejabber.com/reviews/costco.com#1183,0,2019,April,,"Date of experience: April 21, 2019",2019.0,April,sitejabber,California,1,2,2019-04-21,April,2019.0
Whirlpool refrigerator,https://www.sitejabber.com/reviews/costco.com#2137,0,2023,June,I purchased a stainless steel Whirlpool refrigerator on 2020 and purchased a warranty as well thru All state. I had issues with the Refrigerator with rust. I purchased this item in home depot and never had an issue with rust. Not sure if the item I purchased in Costco it was really stainless steel. All state notified me that the warranty doesn't cover rust. It is impossible that after 2 years 1/2 the refrigerator had rust. I lost the 2k and now I have to purchase another one. It was the 1st appliance I purchased at Costco and I will never purchase a major appliance there. Delilah Rosario,"Date of experience: June 29, 2023",2023.0,June,sitejabber,Florida,1,0,2023-06-29,June,2023.0
Refused to return defective product,https://www.sitejabber.com/reviews/costco.com#1223,0,2019,October,"Had problems with some breakfast sandwiches and took them back, they refused to return them for me. I called the customer service line and they couldn't help either, and just referred me back to the local store who already refused the return. Over $30 worth... not happy.","Date of experience: October 7, 2019",2019.0,October,sitejabber,Ohio,1,1,2019-10-07,October,2019.0
Online purchase disaster,https://www.sitejabber.com/reviews/costco.com#2331,0,2023,September,"I placed the order July 22. When I couldn't be home to receive the item, I was informed delivers only occur on Wednesdays, so I waited a week. When nothing arrived on the delivery date, I called and the service rep who answered the phone tried to contact the delivery service. He tried a couple of times and there was no answer so he requested that they research the issue. I called again on the next Tuesday hoping to have it in Wednesday's truck only to find out that contact hadn't been made then I got a notice to schedule my delivery by then we'd missed another week. I went to my local Costco and purchased a similar item then called and cancelled my order to be refunded to the credit card of purchase (nearly a month prior). After a week I called to ask where the refund was. I was told they'd put a rush on it but it could take up to 48 hours. I repeated this same process two more times! Refund was finally applied to my card on 9-21,2 months from being charged. No interest refunded!","Date of experience: September 20, 2023",2023.0,September,sitejabber,Montana,1,0,2023-09-20,September,2023.0
Tires,https://www.sitejabber.com/reviews/costco.com#1639,0,2022,May,,"Date of experience: May 14, 2022",2022.0,May,sitejabber,Minnesota,1,0,2022-05-14,May,2022.0
Wretched treatment of a 13 year member / customer,https://www.sitejabber.com/reviews/costco.com#1094,0,2018,July,"I placed a 2 day shipping order with Costco. Only a few of the items arrived within 2 days. I did not receive the bulk of the order. Costco did not communicate any delays. I disputed the charge on my credit card. The remainder of the order arrived weeks later (they had been damaged or lost). I reversed the dispute on my credit card. I received an email from a Costco employee asking me to prove the dispute had been reversed. I provided a screen shot of the dispute reversal from my account statement. A couple of weeks later, I received another email asking for a copy of my credit card statement with account number threatening to block the membership if I didnt respond. I declined. Costco blocked my membership treating a 13 year member like a delinquent. Unacceptable customer treatment. Will be sending my business elsewhere.","Date of experience: July 23, 2018",2018.0,July,sitejabber,Texas,1,1,2018-07-23,July,2018.0
Price Adjustment and Customer service,https://www.sitejabber.com/reviews/costco.com#1555,0,2022,February,"My wife and I ordered an 82"" TV online. The next day we went to Costco. At Costco they had the same TV on sale. We were told to do a price adjustment online. Then we were told that online is different. Within 30 days of our purchase January 15,2022, the same TV is now on sale online and we put in for another price adjustment. Nothing has happened! No adjustment, no phone number to reach their customer service, nobody to actually talk to, no history for the price adjustment, no email for them. Their customer service is non existing with online shopping. I would suggest buy it in person or online with Amazon. The photo below reflects the online price. The difference is 500$! And they aren't doing anything? Wtf?",,,,sitejabber,Arizona,1,0,,,
